p,	r,	result
461,	1,	True	2^3 * 3 * 5 * 7 * 11 * 23 * 223 * 9547 * 68821 * 88801 * 3408737 * 25281806406696133577 * 6760634469484899975596247851 * 1717405060287748144759443010023677069796444810842305897 * 46978187944615321965667894784754009938282686640411967547807787010119
463,	1,	True	2^5 * 3 * 7 * 11 * 29 * 149 * 223 * 1259 * 5107 * 30341 * 1308247 * 2850037 * 41648285101176074341 * 193558134265728784149371668407566501284622433473915858649359 * 4287182513888805295599539858189702174541097482500548635563972932900821710199794534611
467,	1,	True	2^3 * 3^2 * 13 * 149 * 233 * 3331 * 60607 * 663686200117 * 34412292527809716911 * 541191358484281639001863688986963 * 67030769473382849876436708076700005963531277 * 62263316780549998533144199388398225131053415012073807192539707831094558761
479,	1,	True	2^6 * 3 * 5 * 223 * 239 * 1259 * 6621571949 * 3193905134801 * 557988614057360237 * 838660752523253218747652360750169095972909510575221941005195393573789 * 3470032113254955157290621575713761768877911261598862420375558195855462316701773
487,	1,	True	2^4 * 3^5 * 61 * 223 * 2069019133 * 613851036663176862232440264779046586967479 * 41263630799340419928152410655393319689226703615062793 * 2718862446389460807380633132375703670984804929535304295905548175994539651271283657428217
491,	1,	Regular
499,	1,	True	2^3 * 3 * 5^3 * 83 * 301603979893 * 516893469163957 * 473447840166754244225050835851 * 183814849320935199095721191790357583906051 * 575774254639941083688921767652374771433167354081 * 23469181409476807342817863518301125936809611798877
503,	1,	True	2^4 * 3^2 * 7 * 251 * 1259 * 63197 * 133571 * 379671197076866587 * 323978475644037513874784110196987 * 13779286537613899242927914009010433 * 18084717535596153984267387972259790771297650508845365997722678646537399984184711444706653745697681
509,	1,	True	2^3 * 3 * 5 * 17 * 127 * 5477 * 46399 * 79168360837 * 2752958814078720146897 * 470924921297219838286002842342447 * 2740528017016003157173868191927774342453006420387619564532311 * 10702700083199648594399848208654352168650836909251484841127883
521,	1,	True	2^4 * 3^2 * 5 * 13 * 29 * 1259 * 15319 * 241907 * 854285969887891 * 4899578591742909632987996837620706598502199683543872715922100919609031334335233 * 209725429931722480372326240625577804323477652373799640651528552060175933514187680745248897
523,	1,	True	2^3 * 3^2 * 29 * 131 * 149 * 11503221931 * 1452149615988793 * 29458733371066863472769269117576305021653121540465066340434683939108963 * 73602401559803582147204491002463211787778817752048698797657831436643484198403243469122159628390441
541,	1,	True	2^3 * 3^3 * 5 * 223 * 271 * 196993490653 * 1762656258853283 * 360959819114157305475815223001235251541 * 391091665954594162288719630391240810228128259 * 5643425335514494376332518762216398677590723512727062394234462703324244723026459429459
547,	1,	True	2^3 * 3 * 7 * 13 * 137 * 149 * 210901 * 109707531023 * 33060283677540575719 * 2587493903831837425511 * 414423057312410215657661737 * 246235975397502644008370755872900274186889 * 4535302644559708413715682221237911212350878370094697706090279497152179
557,	1,	True	2^3 * 3^2 * 31 * 139 * 149 * 223 * 22349 * 4169161 * 148433123 * 41363675044099 * 7576537266817241263145362005223 * 1261499756729126972492656784103944671 * 609260532340460059372902180355695282543262181 * 4544296247361155963999298095713010552849952894727
563,	1,	True	2^3 * 3 * 47 * 149 * 281 * 5184293 * 20447681 * 2277292651 * 2208720964692305196155459 * 13105450044501807233396395475658726917145353121877 * 1044898952808434400438811855567555333964531485399954423115840231441070556014830650526182139197580761
569,	1,	True	2^4 * 3 * 5 * 19 * 71 * 109854162097 * 442788931097 * 14794067228742332098871 * 31462429052801613660049860402624407139309021863257353158667666527348829528749 * 103084035779839410137146362144036558506986764928979196295086035628415307675927
571,	1,	Regular
577,	1,	True	2^7 * 3^2 * 17^2 * 149 * 593 * 15319 * 28145087 * 8976116185381 * 428008493318200581107567 * 1527245095619965311374158289730317267243893975038391 * 28532267469411297096367865944035695298217968906951736542902634820836871679273551612866044148013
587,	1,	True	2^3 * 3 * 7^2 * 149 * 223 * 293 * 124704431 * 288507646151281773022676579 * 875964788714761485626919754763357607942943877040157575453410681 * 20985897968765475619125738699668281922416588179935634941817068464401866786405345396840430463783507
593,	1,	Regular
599,	1,	Regular
601,	1,	Regular
607,	1,	True	2^6 * 3 * 19 * 101 * 1561927539637 * 105958138724981026190260026127597964528496763 * 148038482562706157676990855983213532992476471859324877427 * 10009608883238507355842390654723219390276952495686904171035410030067822792149790867173873
613,	1,	True	2^3 * 3^2 * 17 * 149 * 223 * 307 * 4219 * 33967 * 178489 * 1819217 * 1624383769 * 1262635904506727 * 135969176524063008383 * 42021345032369001192936209 * 424861866816958754904811153186189135325833 * 64680976078583520852989620161819798405239093545450711092744415859
617,	1,	True	2^4 * 3 * 7 * 11 * 103 * 223 * 62827 * 28998170507 * 57863936513 * 282874208866371095869833902196308306033 * 447787681059584038399620643841765860397506698982608394228379 * 267077742601517519090432886408722036308747867591588121702463726903265391353
619,	1,	True	2^3 * 3 * 5 * 31 * 103 * 10796749 * 7984851396403061 * 712217522611247551283358096289 * 44417045784331664542915337809890566137096078407793225217555664899766253 * 368133801455590384619006005901906366759772078848370094735789577258287724698169
631,	1,	True	2^4 * 3^2 * 5 * 7 * 79 * 149 * 593 * 187073 * 16543441 * 2194220621 * 40707119023 * 681894690625643735421096822869 * 137953340001444506258643756612274144942797182723156051 * 1741152653005881144950709687683579907738323325028541309178008274156598096061002261
641,	1,	Regular
643,	1,	True	2^3 * 3 * 7 * 23 * 107 * 149 * 223 * 3331 * 27011 * 1463535373541341925268043842393045039113 * 4240873138086232161412270064574579010526307187 * 59115851377389266531295350381260525312041508022417 * 14158662200010397781625589096892165229109293648079827109
647,	1,	True	2^4 * 3^4 * 17 * 19 * 3465199 * 4673146547 * 1456086674658880105027 * 96711759605637824808129616477 * 1108049990198226179985218485896399819206650599484279 * 9606071127727806692183878318226968687783446481227343809012127939851142986028528625177
653,	1,	True	2^3 * 3 * 109 * 163 * 223 * 593 * 5477 * 901812767 * 238942329971 * 2445265372841 * 46161952633134123260393 * 39126701320987008965866059451733 * 97950670462332451278178993492463 * 18843527736844977997103122470467557 * 37083888875639099022845831448003775141309
659,	1,	True	2^3 * 3 * 5 * 7 * 11 * 47 * 149 * 1777 * 433123 * 3205291223793817 * 10717613960439947107279694788161868781 * 8775074250465226843382170943802066719640121790201 * 2636631908459346147831033803558174429038512917832803300721203229021264612138401497486361399
661,	1,	True	2^3 * 3 * 5 * 11 * 223 * 331 * 4663 * 17539 * 1434708709146667 * 3971339944878147493 * 22592993936584062253 * 213703090932295358333 * 468786233680030207836590729741512331 * 3771577154568914045035232576234184550967 * 127804968023828776244972810829546208757766149
673,	1,	Regular
677,	1,	True	2^3 * 3 * 13^2 * 113 * 149 * 223 * 1951529 * 6167309 * 121976403203 * 864646718619913500759813607 * 96493587225603156257940469723373 * 1222758860581169334408996046203257856944707805604956670169 * 127488042444492146534735096628354653441530836807233627930219
683,	1,	True	2^3 * 3^2 * 11 * 19 * 31 * 223 * 2591 * 567187174509075576527472061512263 * 4374047412752322126333405457418638600367 * 96418203486003951983909718902649447478686085119879623542813 * 8664637474337571559428455399696359493987345719006061940781095395729
691,	1,	True	2^3 * 3 * 5 * 23 * 149 * 173 * 17676866780826499 * 632771783292285812842577549367444550867329198385863936275542827568498173247843441127 * 1661811111072429013681718622183036297718271463958169323669637547540775977642744377764207833689939285821
701,	1,	True	2^3 * 3^3 * 5^2 * 7 * 13 * 223 * 8497421 * 2371730834987 * 31590178500589 * 3138099339532491447534194370221 * 115041638587626549217104917329928981 * 323412658161597471575185717397516186672347 * 470121310989340360845685924307616036277116256940696549496887659
709,	1,	True	2^3 * 3 * 5 * 59 * 71 * 149 * 2887 * 186259 * 410940453565672439 * 127386421544753797384470705030097095075825101284866285879816543836416819879 * 4206079180048909169127997248920478020463029534111706069140197763352178582053859713677019728762108272621
719,	1,	Regular
727,	1,	True	2^4 * 3 * 7 * 11^2 * 13 * 3923 * 207407236301711137 * 18970257780368638005517 * 628587419798388598672573 * 6568087534922242308114532231231 * 4193472111161276380548461488020226788313 * 401406667709542809043723913023572384641139424444255943955167061815657
733,	1,	True	2^3 * 3 * 61 * 223 * 367 * 35344843 * 329839387 * 366119737 * 66461129381 * 680118841027 * 14436181554407 * 13406751258847057 * 16229326049869769 * 426477286821404640137991481 * 7684382538036389006892974977 * 437720238861776161092415528023801435038957630952388646819
