p,	r,	result
61,	1,	x^46 + x^45 + 4*x + 17	2^3 * 3 * 5 * 31 * 47 * 461 * 42207853 * 95741522412120460521243293117 * 40957844886377442763169709027626155549
61,	2,	Regular
67,	1,	x^46 + x^45 + 34	2^3 * 3 * 11 * 17 * 47^2 * 95052547721497 * 159298895525201570753486381 * 6652974112233411152741142680306351347
67,	2,	Regular
71,	1,	Regular
71,	2,	Regular
73,	1,	Regular
73,	2,	Regular
79,	1,	x^46 + x^45 + 7	2^5 * 3 * 5 * 13 * 47 * 139 * 27739 * 763539787 * 113601526281945630731567066551 * 19917843337183653635044910533204006597
79,	2,	Regular
83,	1,	x^46 + x^45 + 6*x + 5	2^3 * 3 * 7 * 41 * 47 * 691 * 1289 * 14868719 * 123740629183355101341553615847 * 35717776412461579780294661897628959210459
83,	2,	Regular
89,	1,	x^46 + x^45 + 8*x + 75	2^4 * 3^2 * 5 * 11 * 47 * 1657 * 24841 * 1055609 * 3529029013 * 1326434916407 * 981892540445219419 * 6320005607441457527518012908577
89,	2,	Regular
97,	1,	x^46 + x^45 + 4*x + 74	2^6 * 3 * 7^2 * 47 * 10021699 * 2883806701 * 160026187716961 * 685880385513120464179 * 17561340588461759764701354251412613
97,	2,	Regular
101,	1,	Regular
101,	2,	Regular
103,	1,	x^46 + x^45 + 11	2^4 * 3 * 13 * 17 * 47 * 139 * 599 * 17987 * 47249959 * 841162303 * 9613717232130572179 * 1365236933540816647952499791542512851193613
103,	2,	Regular
107,	1,	x^46 + x^45 + 93	2^3 * 3^3 * 47 * 53 * 3037 * 2110397140339 * 2898050293273 * 1457123262774170450651477683 * 154317473175739320798279261750709
107,	2,	Regular
109,	1,	x^46 + x^45 + 51	2^3 * 3^3 * 5 * 11 * 47 * 5521 * 7039 * 454297 * 38064235872382907707458203006837 * 14038441919120219786171782611330551689208219
109,	2,	Regular
113,	1,	x^46 + x^45 + 74	2^5 * 3 * 7 * 19 * 47 * 277 * 461 * 3299209457566339 * 73656471095233997909957 * 1484520425576434196455942238665054573307722183
113,	2,	Regular
127,	1,	Regular
127,	2,	Regular
131,	1,	Regular
131,	2,	Regular
137,	1,	True	2^4 * 3 * 17 * 23^2 * 47 * 1381 * 5053469 * 143235060131 * 267301014173069 * 69227404918176569302313 * 518550578298278365204966204101137
137,	2,	Regular
139,	1,	Regular
139,	2,	Regular
149,	1,	x^46 + x^45 + x + 51	2^3 * 3 * 5^2 * 37 * 47 * 139 * 18950023 * 63991751 * 11407510175796500184354764754421 * 4615068103280979999949811754288345215703402407
149,	2,	Regular
151,	1,	Regular
151,	2,	Regular
157,	1,	True	2^3 * 3 * 13 * 47 * 79 * 277 * 829 * 967 * 4877 * 39583507 * 222151001640389 * 1871689858225809566664562443781 * 4971580849410120709603261897753
157,	2,	Regular
163,	1,	Regular
163,	2,	Regular
167,	1,	Regular
167,	2,	Regular
173,	1,	Regular
173,	2,	Regular
179,	1,	Regular
179,	2,	Regular
181,	1,	x^46 + x^45 + 127	2^3 * 3^2 * 5 * 7 * 13 * 47 * 461 * 186404789 * 190903701713 * 27743839324008857908798505639 * 101773284709396412846629241478530447963663365783
181,	2,	Regular
191,	1,	True	2^7 * 3 * 5 * 19 * 47 * 139 * 70289 * 41615143 * 65741959 * 12070833277819 * 709691990009063207 * 2155653002418274327378193908708063625600457319
191,	2,	Regular
193,	1,	Regular
193,	2,	Regular
197,	1,	Regular
197,	2,	Regular
199,	1,	True	2^4 * 3^2 * 5^2 * 11 * 47 * 139 * 461 * 1151 * 195869 * 324301 * 1595051 * 14566755923 * 3225921534691 * 40537816592563 * 109887832358503 * 1919297294132700200578367
199,	2,	Regular
211,	1,	Regular
211,	2,	Regular
223,	1,	Regular
223,	2,	Regular
227,	1,	True	2^3 * 3 * 19 * 47 * 113 * 14047195806608954929 * 2344088982055385271783821 * 2914151880789011774425235417 * 10255866861305912008834124175181
229,	1,	True	2^3 * 3 * 5 * 19 * 23^2 * 47 * 461 * 155140674929 * 48970764879879952637407949107634962517 * 17971334237332919101109487366608035955485990730311
233,	1,	Regular
239,	1,	Regular
241,	1,	True	2^5 * 3 * 5 * 11^2 * 47 * 572471 * 121543271 * 1445430677 * 147652674041 * 279049705747 * 5390154337511899357564761317 * 613272834669461738964774795683
251,	1,	True	2^3 * 3^2 * 5^3 * 7 * 47 * 139 * 9109 * 23198537 * 61706149 * 4740621812214462597073105444381003 * 9537683951567565561335320192785551070247286880281
257,	1,	Regular
263,	1,	True	2^4 * 3 * 11 * 47 * 131 * 5107 * 272509811686691 * 74656084899757086186547 * 2313732129333193307100262410581 * 2660939892939529745485461033791647
269,	1,	Regular
271,	1,	Regular
277,	1,	Regular
281,	1,	True	2^4 * 3 * 5 * 7 * 47 * 277 * 829 * 1151 * 16561 * 17383493 * 72872721877 * 9742334167751346288371289808368059 * 10245244690718014487959539221153967216100819
283,	1,	True	2^3 * 3 * 47 * 71 * 967 * 3254501 * 17143787 * 44307983 * 4009776675959 * 94160395740571 * 1699693953424661 * 3876778672228009 * 127138991527459515452963593
293,	1,	True	2^3 * 3 * 7^2 * 47 * 73 * 277 * 1377517 * 3480913 * 161751012607 * 51035565992813832023824019473 * 6762272189197095402049723479234847065642769024046959
307,	1,	Regular
311,	1,	Regular
313,	1,	True	2^4 * 3 * 13 * 47 * 157 * 5107 * 523330286279696977 * 2995183555466410410776093988201797 * 169235807343671398989221734577539245606245665033361831
317,	1,	Regular
331,	1,	Regular
337,	1,	True	2^5 * 3 * 7 * 13^2 * 47 * 139 * 89977 * 802103 * 134657362667 * 28129227461123 * 853172407351274050914571 * 1078500731589664566026321823576071782298740504127
347,	1,	Regular
349,	1,	Regular
353,	1,	Regular
359,	1,	True	2^4 * 3^2 * 5 * 47 * 179 * 461 * 22541 * 25117 * 981045497 * 10857246229517 * 638202163287950212740369288627898109 * 318458079252573064776405647627951114835557
367,	1,	True	2^5 * 3 * 23^2 * 47 * 61 * 218013643 * 4070298944987736793 * 124290076472977788767 * 275128756822421230986264517 * 2135019948377858417368630609848828271
373,	1,	True	2^3 * 3 * 11 * 17 * 31 * 47 * 139 * 1289 * 75691659101 * 591586056316898949575759348790713594261 * 379105593030122174590165363122556059961483842535392588203
379,	1,	True	2^3 * 3^3 * 5 * 7 * 19 * 47 * 277 * 599 * 691 * 1427 * 915631 * 5761271 * 156330127 * 42745961197 * 1735694105393 * 407491484981336154877 * 1504712419774489793149825715654219581
383,	1,	True	2^8 * 3 * 47 * 139 * 191 * 33004817 * 65487671 * 570383717 * 71499240383327611 * 119057629098984516516698198899 * 6678419659996151846083384354778398669337
389,	1,	True	2^3 * 3 * 5 * 13 * 47 * 97 * 1979 * 1228952028701 * 46308476843963 * 115243408918065031 * 1914061899216920224477 * 4657942685532714610763 * 166832260254724879697797
397,	1,	Regular
401,	1,	True	2^5 * 3 * 5^2 * 47 * 67 * 286596604711098769 * 6468796308330983793619866630640792032929 * 39642653911234610739816588336042417197405430452370286409
409,	1,	Regular
419,	1,	True	2^3 * 3 * 5 * 7 * 11 * 19 * 47 * 1377793 * 147237686053 * 7211849616679 * 3345774191523540226276863991 * 103651449520293727126302923585256257768039353054388674429
421,	1,	True	2^3 * 3 * 5 * 7 * 47 * 211 * 1151 * 1979 * 1212495661687 * 12272416923731 * 47968032757196363675080916634878644623391 * 384798605326968782751079243163535473818343
431,	1,	True	2^5 * 3^3 * 5 * 43 * 47 * 139 * 461 * 2393^2 * 397763 * 717923 * 15450028654367386732109 * 9159008288018778538454919759821 * 118528626937765522651035210857666309879
433,	1,	True	2^5 * 3^3 * 7 * 31 * 47 * 37236679 * 78947593 * 292907032266975083579 * 11713811641361082324571 * 213616123025889662167620442247954095473482251529169287231
439,	1,	Regular
443,	1,	Regular
449,	1,	Regular
457,	1,	True	2^4 * 3 * 19 * 47 * 229 * 20287 * 29515027 * 622724101015435663 * 88236939300914916038780819539 * 703088348645839206323349235959023331110988004368753820081
461,	1,	Regular
463,	1,	Regular
467,	1,	True	
479,	1,	True	
487,	1,	Regular
491,	1,	Regular
499,	1,	Regular
503,	1,	True	
509,	1,	Regular
521,	1,	True	
523,	1,	True	
541,	1,	Regular
547,	1,	Regular
557,	1,	True	
563,	1,	True	
569,	1,	True	
571,	1,	True	
577,	1,	Regular
587,	1,	Regular
593,	1,	Regular
599,	1,	Regular
601,	1,	Regular
607,	1,	Regular
613,	1,	True	
617,	1,	True	
619,	1,	True	
631,	1,	True	
641,	1,	True	
643,	1,	True	
647,	1,	Regular
653,	1,	Regular
659,	1,	True	
661,	1,	True	
673,	1,	Regular
677,	1,	True	
683,	1,	Regular
691,	1,	Regular
701,	1,	True	
709,	1,	True	
719,	1,	Regular
727,	1,	True	
733,	1,	True	
739,	1,	Regular
743,	1,	True	
751,	1,	True	
757,	1,	True	
761,	1,	Regular
769,	1,	True	
773,	1,	True	
787,	1,	True	
797,	1,	True	
809,	1,	Regular
811,	1,	Regular
821,	1,	Regular
823,	1,	Regular
827,	1,	True	
829,	1,	Regular
839,	1,	True	
853,	1,	Regular
857,	1,	Regular
859,	1,	Regular
863,	1,	Regular
877,	1,	Regular
881,	1,	True	
883,	1,	Regular
887,	1,	Regular
907,	1,	True	
911,	1,	True	
919,	1,	True	
929,	1,	Regular
937,	1,	True	
941,	1,	True	
947,	1,	Regular
953,	1,	True	
967,	1,	Regular
971,	1,	True	
977,	1,	True	
983,	1,	True	
991,	1,	Regular
997,	1,	Regular
1009,	1,	True	
1013,	1,	Regular
1019,	1,	True	
1021,	1,	Regular
1031,	1,	True	
1033,	1,	True	
1039,	1,	Regular
1049,	1,	True	
1051,	1,	Regular
1061,	1,	Regular
1063,	1,	True	
1069,	1,	True	
1087,	1,	Regular
1091,	1,	True	
1093,	1,	Regular
1097,	1,	Regular
1103,	1,	True	
1109,	1,	True	
1117,	1,	Regular
1123,	1,	True	
1129,	1,	Regular
1151,	1,	Regular
1153,	1,	Regular
1163,	1,	Regular
1171,	1,	True	
1181,	1,	Regular
1187,	1,	True	
1193,	1,	True	
1201,	1,	True	
1213,	1,	True	
1217,	1,	True	
1223,	1,	Regular
1229,	1,	True	
1231,	1,	Regular
1237,	1,	Regular
1249,	1,	True	
1259,	1,	True	
1277,	1,	Regular
1279,	1,	True	
1283,	1,	Regular
1289,	1,	Regular
1291,	1,	Regular
1297,	1,	Regular
1301,	1,	Regular
1303,	1,	True	
1307,	1,	True	
1319,	1,	Regular
1321,	1,	True	
1327,	1,	Regular
1361,	1,	Regular
1367,	1,	True	
1373,	1,	Regular
1381,	1,	Regular
1399,	1,	True	
1409,	1,	Regular
1423,	1,	True	
1427,	1,	Regular
1429,	1,	Regular
1433,	1,	True	
1439,	1,	Regular
1447,	1,	True	
1451,	1,	Regular
1453,	1,	Regular
1459,	1,	True	
1471,	1,	True	
1481,	1,	Regular
1483,	1,	True	
1487,	1,	True	
1489,	1,	True	
1493,	1,	True	
1499,	1,	Regular
1511,	1,	Regular
1523,	1,	True	
1531,	1,	Regular
1543,	1,	Regular
1549,	1,	Regular
1553,	1,	Regular
1559,	1,	Regular
1567,	1,	Regular
1571,	1,	True	
1579,	1,	True	
1583,	1,	True	
1597,	1,	True	
1601,	1,	True	
1607,	1,	True	
1609,	1,	True	
1613,	1,	Regular
1619,	1,	Regular
1621,	1,	True	
1627,	1,	True	
1637,	1,	Regular
1657,	1,	Regular
1663,	1,	True	
1667,	1,	True	
1669,	1,	Regular
1693,	1,	True	
1697,	1,	Regular
1699,	1,	True	
1709,	1,	True	
1721,	1,	True	
1723,	1,	True	
1733,	1,	Regular
1741,	1,	Regular
1747,	1,	True	
1753,	1,	True	
1759,	1,	True	
1777,	1,	Regular
1783,	1,	Regular
1787,	1,	Regular
1789,	1,	Regular
1801,	1,	True	
1811,	1,	True	
1823,	1,	Regular
1831,	1,	True	
1847,	1,	True	
1861,	1,	True	
1867,	1,	Regular
1871,	1,	Regular
1873,	1,	True	
1877,	1,	True	
1879,	1,	Regular
1889,	1,	Regular
1901,	1,	True	
1907,	1,	True	
1913,	1,	Regular
1931,	1,	True	
1933,	1,	Regular
1949,	1,	True	
1951,	1,	True	
1973,	1,	Regular
1979,	1,	Regular
1987,	1,	Regular
1993,	1,	True	
1997,	1,	True	
1999,	1,	True	
2003,	1,	Regular
2011,	1,	True	
2017,	1,	Regular
2027,	1,	Regular
2029,	1,	True	
2039,	1,	True	
2053,	1,	Regular
2063,	1,	Regular
2069,	1,	True	
2081,	1,	True	
2083,	1,	Regular
2087,	1,	True	
2089,	1,	True	
2099,	1,	Regular
2111,	1,	Regular
2113,	1,	True	
2129,	1,	Regular
2131,	1,	True	
2137,	1,	True	
2141,	1,	Regular
2143,	1,	Regular
2153,	1,	True	
2161,	1,	True	
2179,	1,	True	
2203,	1,	Regular
2207,	1,	True	
2213,	1,	True	
2221,	1,	Regular
2237,	1,	Regular
2239,	1,	Regular
2243,	1,	Regular
2251,	1,	True	
2267,	1,	Regular
2269,	1,	True	
2273,	1,	True	
2281,	1,	Regular
2287,	1,	True	
2293,	1,	Regular
2297,	1,	True	
2309,	1,	Regular
2311,	1,	True	
2333,	1,	True	
2339,	1,	Regular
2341,	1,	Regular
2347,	1,	Regular
2351,	1,	True	
2357,	1,	True	
2371,	1,	Regular
2377,	1,	Regular
2381,	1,	Regular
2383,	1,	True	
2389,	1,	True	
2393,	1,	Regular
2399,	1,	True	
2411,	1,	True	
2417,	1,	Regular
2423,	1,	Regular
2437,	1,	True	
2441,	1,	Regular
2447,	1,	Regular
2459,	1,	True	
2467,	1,	Regular
2473,	1,	Regular
2477,	1,	Regular
2503,	1,	True	
2521,	1,	True	
2531,	1,	Regular
2539,	1,	Regular
2543,	1,	Regular
2549,	1,	True	
2551,	1,	True	
2557,	1,	Regular
2579,	1,	Regular
2591,	1,	True	
2593,	1,	True	
2609,	1,	True	
2617,	1,	Regular
2621,	1,	True	
2633,	1,	True	
2647,	1,	Regular
2657,	1,	Regular
2659,	1,	True	
2663,	1,	Regular
2671,	1,	Regular
2677,	1,	Regular
2683,	1,	True	
2687,	1,	True	
2689,	1,	True	
2693,	1,	Regular
2699,	1,	Regular
2707,	1,	Regular
2711,	1,	True	
2713,	1,	True	
2719,	1,	True	
2729,	1,	True	
2731,	1,	True	
2741,	1,	Regular
2749,	1,	Regular
2753,	1,	Regular
2767,	1,	True	
2777,	1,	True	
2789,	1,	Regular
2791,	1,	Regular
2797,	1,	True	
2801,	1,	Regular
2803,	1,	True	
2819,	1,	Regular
2833,	1,	Regular
2837,	1,	Regular
2843,	1,	True	
2851,	1,	True	
2857,	1,	True	
2861,	1,	Regular
2879,	1,	Regular
2887,	1,	Regular
2897,	1,	True	
2903,	1,	True	
2909,	1,	True	
2917,	1,	True	
2927,	1,	Regular
2939,	1,	Regular
2953,	1,	Regular
2957,	1,	Regular
2963,	1,	True	
2969,	1,	Regular
2971,	1,	Regular
2999,	1,	Regular
3001,	1,	True	
3011,	1,	True	
3019,	1,	Regular
3023,	1,	True	
3037,	1,	Regular
3041,	1,	True	
3049,	1,	Regular
3061,	1,	Regular
3067,	1,	Regular
3079,	1,	True	
3083,	1,	Regular
3089,	1,	True	
3109,	1,	Regular
3119,	1,	True	
3121,	1,	Regular
3137,	1,	Regular
3163,	1,	Regular
3167,	1,	Regular
3169,	1,	Regular
3181,	1,	True	
3187,	1,	Regular
3191,	1,	True	
3203,	1,	Regular
3209,	1,	Regular
3217,	1,	True	
3221,	1,	Regular
3229,	1,	Regular
3251,	1,	Regular
3253,	1,	True	
3257,	1,	True	
3259,	1,	Regular
3271,	1,	True	
3299,	1,	True	
3301,	1,	Regular
3307,	1,	Regular
3313,	1,	Regular
3319,	1,	True	
3323,	1,	True	
3329,	1,	True	
3331,	1,	True	
3343,	1,	Regular
3347,	1,	Regular
3359,	1,	Regular
3361,	1,	Regular
3371,	1,	Regular
3373,	1,	True	
3389,	1,	Regular
3391,	1,	True	
3407,	1,	Regular
3413,	1,	Regular
3433,	1,	Regular
3449,	1,	True	
3457,	1,	True	
3461,	1,	True	
3463,	1,	Regular
3467,	1,	True	
3469,	1,	True	
3491,	1,	Regular
3499,	1,	Regular
3511,	1,	True	
3517,	1,	True	
3527,	1,	Regular
3529,	1,	True	
3533,	1,	True	
3539,	1,	True	
3541,	1,	True	
3547,	1,	True	
3557,	1,	True	
3559,	1,	True	
3571,	1,	Regular
3581,	1,	Regular
3583,	1,	Regular
3593,	1,	True	
3607,	1,	True	
3613,	1,	Regular
3617,	1,	Regular
3623,	1,	Regular
3631,	1,	True	
3637,	1,	Regular
3643,	1,	Regular
3659,	1,	Regular
3671,	1,	True	
3673,	1,	Regular
3677,	1,	True	
3691,	1,	True	
3697,	1,	True	
3701,	1,	True	
3709,	1,	Regular
3719,	1,	Regular
3727,	1,	Regular
3733,	1,	True	
3739,	1,	Regular
3761,	1,	Regular
3767,	1,	Regular
3769,	1,	True	
3779,	1,	True	
3793,	1,	True	
3797,	1,	Regular
3803,	1,	Regular
3821,	1,	Regular
3823,	1,	True	
3833,	1,	True	
3847,	1,	Regular
3851,	1,	True	
3853,	1,	Regular
3863,	1,	True	
3877,	1,	Regular
3881,	1,	True	
3889,	1,	Regular
3907,	1,	True	
3911,	1,	Regular
3917,	1,	True	
3919,	1,	Regular
3923,	1,	Regular
3929,	1,	True	
3931,	1,	True	
3943,	1,	True	
3947,	1,	True	
3967,	1,	True	
3989,	1,	True	
4001,	1,	True	
4003,	1,	Regular
4007,	1,	True	
4013,	1,	True	
4019,	1,	True	
4021,	1,	True	
4027,	1,	Regular
4049,	1,	Regular
4051,	1,	Regular
4057,	1,	Regular
4073,	1,	Regular
4079,	1,	Regular
4091,	1,	True	
4093,	1,	True	
4099,	1,	True	
4111,	1,	True	
4127,	1,	True	
4129,	1,	Regular
4133,	1,	Regular
4139,	1,	True	
4153,	1,	Regular
4157,	1,	True	
4159,	1,	True	
4177,	1,	True	
4201,	1,	True	
4211,	1,	Regular
4217,	1,	Regular
4219,	1,	True	
4229,	1,	True	
4231,	1,	True	
4241,	1,	Regular
4243,	1,	True	
4253,	1,	True	
4259,	1,	Regular
4261,	1,	Regular
4271,	1,	Regular
4273,	1,	Regular
4283,	1,	True	
4289,	1,	True	
4297,	1,	True	
4327,	1,	Regular
4337,	1,	Regular
4339,	1,	True	
4349,	1,	Regular
4357,	1,	True	
4363,	1,	Regular
4373,	1,	Regular
4391,	1,	True	
4397,	1,	Regular
4409,	1,	Regular
4421,	1,	True	
4423,	1,	True	
4441,	1,	Regular
4447,	1,	Regular
4451,	1,	Regular
4457,	1,	Regular
4463,	1,	Regular
4481,	1,	True	
4483,	1,	True	
4493,	1,	Regular
4507,	1,	True	
4513,	1,	True	
4517,	1,	Regular
4519,	1,	True	
4523,	1,	True	
4547,	1,	Regular
4549,	1,	Regular
4561,	1,	True	
4567,	1,	Regular
4583,	1,	Regular
4591,	1,	True	
4597,	1,	True	
4603,	1,	Regular
4621,	1,	True	
4637,	1,	True	
4639,	1,	Regular
4643,	1,	True	
4649,	1,	Regular
4651,	1,	True	
4657,	1,	True	
4663,	1,	True	
4673,	1,	Regular
4679,	1,	True	
4691,	1,	True	
4703,	1,	True	
4721,	1,	Regular
4723,	1,	Regular
4729,	1,	True	
4733,	1,	Regular
4751,	1,	Regular
4759,	1,	True	
4783,	1,	True	
4787,	1,	Regular
4789,	1,	True	
4793,	1,	Regular
4799,	1,	True	
4801,	1,	True	
4813,	1,	Regular
4817,	1,	True	
4831,	1,	Regular
4861,	1,	Regular
4871,	1,	Regular
4877,	1,	Regular
4889,	1,	Regular
4903,	1,	Regular
4909,	1,	True	
4919,	1,	True	
4931,	1,	Regular
4933,	1,	True	
4937,	1,	True	
4943,	1,	True	
4951,	1,	Regular
4957,	1,	Regular
4967,	1,	True	
4969,	1,	Regular
4973,	1,	True	
4987,	1,	True	
4993,	1,	Regular
4999,	1,	Regular
5003,	1,	Regular
5009,	1,	Regular
5011,	1,	True	
5021,	1,	True	
5023,	1,	Regular
5039,	1,	Regular
5051,	1,	True	
5059,	1,	True	
5077,	1,	True	
5081,	1,	True	
5087,	1,	Regular
5099,	1,	Regular
5101,	1,	Regular
5107,	1,	Regular
5113,	1,	True	
5119,	1,	Regular
5147,	1,	Regular
5153,	1,	Regular
5167,	1,	True	
5171,	1,	True	
5179,	1,	Regular
5189,	1,	True	
5197,	1,	True	
5209,	1,	True	
5227,	1,	Regular
5231,	1,	True	
5233,	1,	Regular
5237,	1,	Regular
5261,	1,	True	
5273,	1,	Regular
5279,	1,	Regular
5281,	1,	True	
5297,	1,	True	
5303,	1,	Regular
5309,	1,	True	
5323,	1,	True	
5333,	1,	True	
5347,	1,	True	
5351,	1,	True	
5381,	1,	True	
5387,	1,	True	
5393,	1,	True	
5399,	1,	True	
5407,	1,	Regular
5413,	1,	Regular
5417,	1,	Regular
5419,	1,	True	
5431,	1,	Regular
5437,	1,	Regular
5441,	1,	Regular
5443,	1,	True	
5449,	1,	True	
5471,	1,	True	
5477,	1,	Regular
5479,	1,	True	
5483,	1,	Regular
5501,	1,	Regular
5503,	1,	Regular
5507,	1,	True	
5519,	1,	True	
5521,	1,	Regular
5527,	1,	True	
5531,	1,	True	
5557,	1,	True	
5563,	1,	True	
5569,	1,	Regular
5573,	1,	True	
5581,	1,	True	
5591,	1,	Regular
5623,	1,	True	
5639,	1,	Regular
5641,	1,	Regular
5647,	1,	Regular
5651,	1,	Regular
5653,	1,	Regular
5657,	1,	True	
5659,	1,	Regular
5669,	1,	True	
5683,	1,	Regular
5689,	1,	Regular
5693,	1,	Regular
5701,	1,	True	
5711,	1,	True	
5717,	1,	Regular
5737,	1,	True	
5741,	1,	True	
5743,	1,	Regular
5749,	1,	True	
5779,	1,	Regular
5783,	1,	True	
5791,	1,	Regular
5801,	1,	True	
5807,	1,	True	
5813,	1,	True	
5821,	1,	Regular
5827,	1,	Regular
5839,	1,	True	
5843,	1,	Regular
5849,	1,	True	
5851,	1,	Regular
5857,	1,	True	
5861,	1,	True	
5867,	1,	Regular
5869,	1,	Regular
5879,	1,	True	
5881,	1,	Regular
5897,	1,	Regular
5903,	1,	True	
5923,	1,	Regular
5927,	1,	Regular
5939,	1,	True	
5953,	1,	True	
5981,	1,	Regular
5987,	1,	True	
6007,	1,	Regular
6011,	1,	Regular
6029,	1,	Regular
6037,	1,	True	
6043,	1,	True	
6047,	1,	True	
6053,	1,	Regular
6067,	1,	Regular
6073,	1,	Regular
6079,	1,	True	
6089,	1,	True	
6091,	1,	True	
6101,	1,	Regular
6113,	1,	Regular
6121,	1,	Regular
6131,	1,	Regular
6133,	1,	True	
6143,	1,	Regular
6151,	1,	True	
6163,	1,	True	
6173,	1,	Regular
6197,	1,	True	
6199,	1,	Regular
6203,	1,	Regular
6211,	1,	Regular
6217,	1,	True	
6221,	1,	True	
6229,	1,	True	
6247,	1,	True	
6257,	1,	Regular
6263,	1,	True	
6269,	1,	Regular
6271,	1,	True	
6277,	1,	True	
6287,	1,	Regular
6299,	1,	True	
6301,	1,	True	
6311,	1,	Regular
6317,	1,	True	
6323,	1,	True	
6329,	1,	Regular
6337,	1,	Regular
6343,	1,	Regular
6353,	1,	True	
6359,	1,	True	
6361,	1,	Regular
6367,	1,	True	
6373,	1,	Regular
6379,	1,	Regular
6389,	1,	Regular
6397,	1,	Regular
6421,	1,	Regular
6427,	1,	True	
6449,	1,	Regular
6451,	1,	True	
6469,	1,	Regular
6473,	1,	True	
6481,	1,	Regular
6491,	1,	True	
6521,	1,	Regular
6529,	1,	True	
6547,	1,	True	
6551,	1,	True	
6553,	1,	True	
6563,	1,	Regular
6569,	1,	True	
6571,	1,	Regular
6577,	1,	True	
6581,	1,	Regular
6599,	1,	True	
6607,	1,	Regular
6619,	1,	Regular
6637,	1,	Regular
6653,	1,	Regular
6659,	1,	Regular
6661,	1,	True	
6673,	1,	Regular
6679,	1,	Regular
6689,	1,	True	
6691,	1,	True	
6701,	1,	Regular
6703,	1,	True	
6709,	1,	Regular
6719,	1,	Regular
6733,	1,	True	
6737,	1,	True	
6761,	1,	True	
6763,	1,	Regular
6779,	1,	True	
6781,	1,	True	
6791,	1,	Regular
6793,	1,	Regular
6803,	1,	Regular
6823,	1,	True	
6827,	1,	True	
6829,	1,	True	
6833,	1,	Regular
6841,	1,	True	
6857,	1,	Regular
6863,	1,	Regular
6869,	1,	True	
6871,	1,	True	
6883,	1,	Regular
6899,	1,	True	
6907,	1,	True	
6911,	1,	True	
6917,	1,	True	
6947,	1,	Regular
6949,	1,	Regular
6959,	1,	Regular
6961,	1,	True	
6967,	1,	True	
6971,	1,	Regular
6977,	1,	Regular
6983,	1,	True	
6991,	1,	True	
6997,	1,	True	
7001,	1,	Regular
7013,	1,	True	
7019,	1,	Regular
7027,	1,	Regular
7039,	1,	Regular
7043,	1,	True	
7057,	1,	True	
7069,	1,	Regular
7079,	1,	Regular
7103,	1,	True	
7109,	1,	Regular
7121,	1,	True	
7127,	1,	True	
